label,datetime,ax,ay,az,gx,gy,gz
OTHER,2018/05/16 15:06:37:0100,-0.19,1.5899999,9.36,,,
OTHER,2018/05/16 15:06:37:0200,-0.19,1.5899999,9.36,0.01,0.01,0.01
OTHER,2018/05/16 15:06:37:0400,-0.45999998,1.63,9.889999000000001,0.01,0.01,0.01
OTHER,2018/05/16 15:06:37:0510,-0.45999998,1.63,9.889999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:0610,-0.089999996,1.62,10.05,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:0700,-0.089999996,1.62,10.05,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:0810,-0.089999996,1.62,10.05,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:0900,0.049999997000000004,1.62,9.83,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1000,0.049999997000000004,1.62,9.83,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1100,0.049999997000000004,1.62,9.83,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1200,0.01,1.54,9.559999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1310,0.01,1.54,9.559999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1400,0.01,1.54,9.559999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1500,-0.22999999,1.53,9.66,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1600,-0.22999999,1.53,9.66,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1700,-0.22999999,1.53,9.66,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1810,-0.42999998,1.5,9.929999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:1900,-0.42999998,1.5,9.929999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2000,-0.42999998,1.5,9.929999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2100,-0.31,1.51,9.969999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2200,-0.31,1.51,9.969999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2320,-0.25,1.53,9.88,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2400,-0.25,1.53,9.88,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2500,-0.25,1.53,9.88,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2600,-0.19,1.52,9.769999499999999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2700,-0.19,1.52,9.769999499999999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2800,-0.19,1.52,9.769999499999999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:2900,-0.21,1.5,9.86,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3000,-0.21,1.5,9.86,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3100,-0.21,1.5,9.86,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3210,-0.22999999,1.41,9.91,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3300,-0.22999999,1.41,9.91,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3400,-0.22999999,1.41,9.91,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3500,-0.14,1.43,9.969999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3600,-0.14,1.43,9.969999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3700,-0.14,1.43,9.969999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3800,-0.21,1.37,9.84,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:3900,-0.21,1.37,9.84,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4000,-0.21,1.37,9.84,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4100,-0.24,1.43,9.74,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4200,-0.24,1.43,9.74,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4300,-0.24,1.43,9.74,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4400,-0.19,1.5,9.769999499999999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4500,-0.19,1.5,9.769999499999999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4600,-0.19,1.5,9.769999499999999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4710,-0.19,1.52,9.929999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4800,-0.19,1.52,9.929999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:4900,-0.19,1.52,9.929999,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:5020,-0.14999999,1.5999999,9.969999000000001,0.0,0.0,0.0
OTHER,2018/05/16 15:06:37:5110,-0.14999999,1.5999999,9.969999000000001,0.0,0.0,0.0
