label,datetime,ax,ay,az,gx,gy,gz
OTHER,2018/04/04 17:03:31:0347,0.12350464,4.933365,9.796555,,,
OTHER,2018/04/04 17:03:31:0388,0.53538513,4.2272796999999995,9.776947,,,
OTHER,2018/04/04 17:03:31:0397,0.63345337,3.7173309999999997,9.600418,,,
OTHER,2018/04/04 17:03:31:0407,0.73150635,3.4623565999999997,9.188538000000001,,,
OTHER,2018/04/04 17:03:31:0427,0.41769409999999996,3.2662354,8.737442,,,
OTHER,2018/04/04 17:03:31:0448,0.378479,3.168167,8.698212,,,
OTHER,2018/04/04 17:03:31:0467,0.53538513,2.6582183999999995,8.972794,,,
OTHER,2018/04/04 17:03:31:0488,0.5549927,2.2855682,9.070862,,,
OTHER,2018/04/04 17:03:31:0508,0.594223,2.0894318,9.070862,-0.014343261999999999,-0.34063720000000003,-0.09379578
OTHER,2018/04/04 17:03:31:0518,0.61383057,2.0502013999999997,9.1297,0.018936157,-0.34063720000000003,-0.045532227
OTHER,2018/04/04 17:03:31:0531,0.6530609,2.0305939,9.051254,0.09864807,-0.17631531,0.057998657
OTHER,2018/04/04 17:03:31:0536,0.5549927,2.0305939,8.835495,0.2797699,-0.043136597,0.19329834
OTHER,2018/04/04 17:03:31:0544,0.3000183,2.3247833,8.79628,0.4682312,-0.072769165,0.23362732
OTHER,2018/04/04 17:03:31:0551,0.26078796,2.6582183999999995,8.835495,0.57025146,-0.20593262,0.13343811
OTHER,2018/04/04 17:03:31:0561,0.28041077,3.0308685,8.913955999999999,0.57910156,-0.33146667,0.07235718
OTHER,2018/04/04 17:03:31:0571,0.3588562,3.4231415000000003,9.051254,0.5210724,-0.3470459,-0.068740845
OTHER,2018/04/04 17:03:31:0580,0.39808655,3.5800476000000003,9.16893,0.36132813,-0.31161500000000003,-0.19702148
OTHER,2018/04/04 17:03:31:0592,0.26078796,3.5604248,9.208160000000001,0.16798401,-0.20562744,-0.24314879999999997
OTHER,2018/04/04 17:03:31:0602,0.18234253,3.3054504000000002,9.070862,0.01159668,-0.14027405,-0.24009705
OTHER,2018/04/04 17:03:31:0611,0.08427429,2.9524077999999996,9.090469,-0.06687927,-0.19096375,-0.1930542
OTHER,2018/04/04 17:03:31:0622,0.24118042,2.677826,9.110092,-0.07054138,-0.33972168,-0.13746643
OTHER,2018/04/04 17:03:31:0633,0.41769409999999996,2.403244,9.286605999999999,-0.021972656,-0.41760254,-0.07241821
OTHER,2018/04/04 17:03:31:0641,0.5746001999999999,2.246338,9.521973,0.007019043000000001,-0.40202332,-0.015289307
OTHER,2018/04/04 17:03:31:0655,0.67266846,2.1678772,9.796555,0.03970337,-0.33085632,0.0082092285
OTHER,2018/04/04 17:03:31:0662,0.63345337,2.2855682,9.835785000000001,0.045196533,-0.25480652,0.02897644
OTHER,2018/04/04 17:03:31:0676,0.53538513,2.4424744,9.816162,0.042144775,-0.068496704,0.022567748999999998
OTHER,2018/04/04 17:03:31:0683,0.45692444,2.6189880000000003,9.718094,0.009765625,0.08757019,0.0082092285
OTHER,2018/04/04 17:03:31:0710,0.378479,2.834732,9.620026,-0.046722412000000005,0.18867493,-0.014373779
OTHER,2018/04/04 17:03:31:0716,0.3000183,2.9131927,9.521973,-0.11116028,0.24731445,-0.055618285999999996
OTHER,2018/04/04 17:03:31:0721,0.28041077,2.8543548999999997,9.423903999999999,-0.16247559,0.30015564,-0.06538391
OTHER,2018/04/04 17:03:31:0726,0.33924866,2.8543548999999997,9.345444,-0.16125488,0.33131409999999994,-0.06324768
OTHER,2018/04/04 17:03:31:0731,0.31964109999999996,2.8543548999999997,9.325836,-0.15667725,0.36643982,-0.057754517000000005
OTHER,2018/04/04 17:03:31:0741,0.33924866,2.8739624,9.306213,-0.13987732,0.38446045,-0.042175292999999996
OTHER,2018/04/04 17:03:31:0751,0.22157288,2.9524077999999996,9.16893,-0.11453247,0.38291929999999996,-0.022018432999999997
OTHER,2018/04/04 17:03:31:0761,0.10388183599999999,3.0700988999999996,9.227768,-0.10108948,0.36766052,-0.0113220215
OTHER,2018/04/04 17:03:31:0771,0.045043945,3.168167,9.306213,-0.12338257,0.2934265,-0.023544312
OTHER,2018/04/04 17:03:31:0781,0.0058288574,3.168167,9.482742,-0.12399292,0.19233704,-0.02507019
OTHER,2018/04/04 17:03:31:0793,-0.013793945,3.0897064,9.639648,-0.08032226599999999,0.0912323,-0.03147888
OTHER,2018/04/04 17:03:31:0803,-0.03340149,3.0897064,9.698486,-0.01953125,0.059158325,-0.036071777
OTHER,2018/04/04 17:03:31:0813,-0.013793945,3.227005,9.737717,0.0,0.09550476,-0.03453064
OTHER,2018/04/04 17:03:31:0825,-0.013793945,3.2466125,9.796555,0.010986328,0.12269592,-0.025375366
OTHER,2018/04/04 17:03:31:0834,-0.053024292,3.1485442999999997,9.816162,-0.012512207,0.1743164,0.0027160645
OTHER,2018/04/04 17:03:31:0847,-0.053024292,3.1485442999999997,9.875,-0.03541565,0.25006104,0.047607422
OTHER,2018/04/04 17:03:31:0854,-0.13146973,3.1877747000000003,9.796555,-0.060775757,0.3410797,0.09434509
OTHER,2018/04/04 17:03:31:0868,-0.20993042,3.3054504000000002,9.639648,-0.08337402,0.41804504,0.13008118
OTHER,2018/04/04 17:03:31:0877,-0.20993042,3.4231415000000003,9.521973,-0.09375,0.47547913,0.123046875
OTHER,2018/04/04 17:03:31:0886,-0.28837585,3.5408172999999996,9.384674,-0.10719299,0.47210693,0.09434509
